"","ID_WES2016","ID_BES","ID_WES2011","W8","W8core","W8_voteQssampleonly","starttime","endtime","split1","WES1","WES2","WES3","pi2","pi2a","pi2c","WES4","WES4_1","WES4_2","WES4_3","WES4_4","WES5","WES5_1","WES5_2","WES5_3","WES5_4","WES5_5","WES5_6","WES6","WES7","vb4","vb6","vb12","vb12ao","vb18","vb11a","vb11b","vb11bo","vb13","vb13o","vb14a","vb14ao","vb14b","vb14bo","vi13","vi13o","WES25","WES25b_1","WES25b_2","WES25b_3","WES25b_4","WES25b_5","WES25b_6","WES25b_7","WES25b_8","WES25bother","WES26","WES26aaa_1","WES26aaa_2","WES26aaa_3","WES26aaa_4","WES26aaa_5","WES26aaa_6","WES26aaa_7","WES26aaa_8","WES26aaa_9","WES26aaa_10","WES26aaa_11","WES26aaa_12","WES26bbb_1","WES26bbb_2","WES26bbb_3","WES26bbb_4","WES26bbb_5","WES26bbb_6","WES26bbb_7","WES26bbb_8","WES26bbb_9","WES26bbb_10","WES26bbb_11","WES26bbb_12","WES26ccc_1","WES26ccc_2","WES26ccc_3","WES26ccc_4","WES26ccc_5","WES26ccc_6","WES26ccc_7","WES26ccc_8","WES26ccc_9","WES26ccc_10","WES26ccc_11","WES26ccc_12","WES26ddd_1","WES26ddd_2","WES26ddd_3","WES26ddd_4","WES26ddd_5","WES26ddd_6","WES26ddd_7","WES26ddd_8","WES26ddd_9","WES26ddd_10","WES26ddd_11","WES26ddd_12","WES26eee_1","WES26eee_2","WES26eee_3","WES26eee_4","WES26eee_5","WES26eee_6","WES26eee_7","WES26eee_8","WES26eee_9","WES26eee_10","WES26eee_11","WES26eee_12","WES26fff_1","WES26fff_2","WES26fff_3","WES26fff_4","WES26fff_5","WES26fff_6","WES26fff_7","WES26fff_8","WES26fff_9","WES26fff_10","WES26fff_11","WES26fff_12","WES26ggg_1","WES26ggg_2","WES26ggg_3","WES26ggg_4","WES26ggg_5","WES26ggg_6","WES26ggg_7","WES26ggg_8","WES26ggg_9","WES26ggg_10","WES26ggg_11","WES26ggg_12","oe1","LE1","LE2","LE3","local","LE5","LE5o","LE6a","LE6b","issues_1","issues_2","issues_3","issues_4","issues_5","issues_6","issues_7","issues_8","issues_9","issues_10","issues_11","issues_12","issues_13","issues_14","issues_15","issues_16","ap3grid","ap3d","ap3e","ap3g","ap3i","ap3l","ap3a","ap3b","ap3m","ap3n","ap3o","approval","approval_1","approval_2","approval_3","approval_4","approval2","approval2_1","approval2_2","approval2_4","q10","q10a","q10b","q10c","WES33_1","WES33_2","WES33_3","WES33_4","WES33_5","WES33_6","WES33_7","WES33_8","WES33_9","e18","e18a","e18b","e18c","e18d","e18e","e18f","e18g","legknowledgegrid","legknow_1","legknow_2","legknow_3","legknow_4","legknow_5","legknow_6","legknow_7","legknow_8","legknow_9","legknow_10","legknow_11","legknow_12","legknow_13","WES21","WES22_1","WES22_2","WES22_3","WES22_4","Q13","Q33","WES23","WES24","WES30","WES31","WES27","WES27_1","WES27_2","WES27_3","WES27_4","WES27_5","WES27_6","WES28","WES28_1","WES28_2","WES28_3","WES28_4","WES28_5","WES28_6","WES28_7","WES28_8","WES29","WES29_1","WES29_2","WES29_3","WES29_4","WES40","WES41","WES42","WES43","WES44","WES45","WES45_1","WES45_2","WES45_3","WES45_4","WES45_5","WES46","WES46_1","WES46_2","WES46_3","WES46_4","WES46_5","WES47","WES47_1","WES47_2","WES47_3","WES47_4","WES48","WES50","WES51","WES51_1","WES51_2","WES51_3","WES51_4","WES51_5","WES51_6","WES52","WES52_1","WES52_2","WES52_3","WES52_4","WES52_5","WES52_6","WES52_7","WES52_8","WES53","WES53_1","WES53_2","WES53_3","WES53_4","WES53_5","WES53_6","WES53_7","WES53_8","WES54","WES55","WES56","WES57","WES58","WES58_1","WES58_2","WES58_3","WES58_4","WES58_5","WES58_6","WES59","WES59_1","WES59_2","WES59_3","WES59_4","WES59_5","WES59_6","WES59_7","WES59_8","WES60","WES60_1","WES60_2","WES60_3","WES61","WES62","WES62_1","WES62_2","WES62_3","WES62_4","WES62_5","WES62_6","WES62_7","WES63","WES70a_1","WES70a_2","WES70a_3","WES70a_4","WES70a_5","WES70a_6","WES70a_7","WES70a_8","WES70a_9","WES70a_10","WES70a_11","Q29o","e14","Q30o","WES71","Q36_2_1","Q36_2_2","Q36_2_3","Q36_2_6","Q36_2_7","Q36_2_4","Q36_2_5","Q36_2_14","Q36_2_15","Q36_2_16","knowBES","knowBES_1","knowBES_2","knowBES_3","knowBES_4","knowBES_5","knowBES_6","voted2017","pastvote_2017","voted2015","pastvote_2015","partyid_2017","welsh_constituency_vote_2016","welsh_list_vote_2016","politics_scale_profile_update","age","profile_education_age","profile_education_level","profile_ethnicity","profile_gender","profile_gross_household","profile_marital_stat","profile_newspaper_readership","profile_past_vote_2005","profile_past_vote_2010","xprofile_pcon_2010_new","xprofile_work_stat","political_attention","socgrade4","profile_religion","pastvote_EURef","bpcagegeneduc_w8","socgrade4_w8","threeway_attention_w8","Wales_pcon_w8","Vote2017_w8","EURef_w8","starttime_votingQs","endtime_votingQs","dpq1","dpq2","likelihood","q2","q2b","q3","likelihoodA","AVballot","avballot1_1","avballot2_1","avballot3_1","avballot4_1","avballot5_1","avballot6_1","avballot7_1","avballot8_1","avballot9_1","avballot10_1","avballot11_1","avballotdk_1","avballotdk_2","eu1","eu2"
"2170",1977,29500,NA,0.783307016648064,0.813413451696422,0.742323907558043,2017-06-24 19:42:40,2017-06-24 20:17:41,2,1,1,1,1,11,11,1,2,1,11,1,1,2,3,2,2,2,2,3,2,4,NA,2,"__NA__",4,"there are many issues , you can't say just one .........",3,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,1,2,2,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",1,2,3,"__NA__",NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,6,1,1,2,1,1,11,1,1,1,1,5,2,4,5,1,5,4,5,1,2,1,3,2,2,2,2,2,2,2,1,2,1,3,3,3,3,3,3,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,5,5,5,2,1,1,1,1,1,1,1,1,1,2,5,1,4,4,1,4,1,1,6,6,4,2,10,10,12,3,6,NA,NA,NA,NA,NA,NA,1,1,6,6,6,6,1,4,2,3,2,3,6,1,11,3,11,11,11,11,1,3,3,2,4,2,3,1,1,1,2,2,5,2,1,2,2,2,1,3,5,6,1,4,5,4,4,1,1,1,1,5,1,1,4,1,4,4,1,4,2,4,6,1,1,1,1,1,2,5,1,4,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,1,2,1,2,1,2,2,2,9,1,56,3,9,1,1,17,1,16,1,3,547,8,7,4,1,1,4,4,2,5,2,1,2017-07-23 21:11:09,2017-07-23 21:12:56,2,NA,11,2,NA,2,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
"2171",3138,54278,NA,1.71770276690071,1.21359342506032,1.76703376417894,2017-06-27 05:58:25,2017-06-27 06:25:00,2,2,2,1,1,7,8,1,11,11,1,1,1,1,3,3,1,1,4,3,3,4,NA,1,"__NA__",3,"Brexit",2,"__NA__",8,"At the time I believed the Tories were the only party to give the country a hard Brexit",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"Wales being a devolved government is a total joke and has no real baring on how britains politics should run",NA,NA,NA,"__NA__",NA,NA,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,4,1,1,4,5,5,5,1,5,5,5,1,2,2,2,1,2,2,2,2,2,1,2,2,1,5,1,1,6,5,5,5,1,3,3,1,1,1,2,3,2,3,2,2,2,1,5,2,2,2,1,5,5,5,1,1,2,1,2,2,2,2,2,2,1,5,1,2,2,1,2,2,4,1,5,4,5,2,1,1,1,1,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,3,2,3,11,1,7,1,1,11,12,12,1,4,3,5,4,1,1,1,2,1,1,5,2,6,1,5,1,5,2,6,6,6,1,2,4,2,3,4,6,1,1,2,2,2,2,2,4,4,1,4,4,4,11,1,1,5,4,6,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,6,98,4,9,7,49,4,11,1,1,17,1,16,4,7,556,5,6,4,1,2,6,4,2,1,1,2,2017-07-23 21:11:23,2017-07-23 21:14:53,8,NA,9,8,NA,14,9,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2
"2172",219,NA,496,1.1745460465586,NA,1.14775275490066,2017-06-29 16:32:54,2017-06-29 18:05:05,1,2,3,2,1,6,5,1,5,1,11,1,1,1,2,2,2,5,5,3,3,4,NA,2,"__NA__",2,"Corbin was honest about May destroying the Police, Border Agency Public Services as a whole. Thank God someone brought this fact up.",3,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,1,2,2,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"Didn't know who to vote for as I hate the Council and what its doing I also didn'.t know where to vote",NA,NA,NA,"__NA__",NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,12,3,3,12,1,7,2,12,12,1,5,5,5,5,1,5,5,5,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,3,3,3,5,5,1,1,3,1,1,3,3,3,3,3,3,3,3,1,1,2,2,2,1,2,5,5,2,2,2,1,5,2,2,2,2,5,1,1,6,1,4,3,1,3,3,1,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,4,3,2,3,9,1,10,3,1,11,1,1,1,4,4,5,5,1,1,1,1,1,1,5,3,3,1,5,1,3,1,6,6,6,1,1,6,6,3,3,6,1,1,3,2,2,5,1,5,5,1,3,5,4,11,1,2,1,3,6,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,3,2,3,3,1,2,1,2,1,6,97,7,7,5,72,7,5,1,2,16,6,2,10,10,538,5,7,4,16,2,10,4,2,1,2,2,2017-07-23 21:20:21,2017-07-23 21:26:04,2,NA,8,7,NA,13,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2
"2173",52,2124,NA,0.758531265790001,0.774083082108267,0.723454737555808,2017-06-23 21:40:53,2017-06-23 22:11:34,2,1,1,1,1,8,8,1,8,1,8,1,1,1,1,1,1,1,2,2,3,4,NA,1,"__NA__",5,"brexit",4,"__NA__",1,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,1,2,2,2,2,2,2,2,"__NA__",1,2,1,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,1,1,"__NA__",NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,6,8,12,1,4,9,3,4,1,1,1,2,3,3,5,1,2,2,4,1,2,3,3,2,2,2,1,1,1,2,2,2,1,2,1,1,2,3,3,5,1,1,2,1,1,1,2,2,2,2,1,1,2,1,3,2,2,2,1,2,5,2,3,2,1,1,2,1,1,2,2,2,1,4,2,2,2,3,3,2,3,1,3,3,4,4,6,4,2,1,1,NA,NA,NA,NA,NA,NA,1,4,5,5,5,4,1,1,2,1,2,3,11,1,11,4,1,11,1,2,1,2,4,3,4,1,1,2,2,1,1,3,2,3,1,4,1,5,8,2,2,2,1,3,4,2,3,3,3,1,3,3,2,3,4,3,3,2,1,2,3,3,9,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,1,2,2,1,1,1,1,1,1,1,6,81,4,11,1,2,17,6,2,2,2,558,1,9,3,2,2,10,3,3,1,1,2,2017-07-23 21:38:09,2017-07-23 21:45:43,1,NA,11,1,NA,1,11,1,1,5,8,6,9,2,11,7,4,10,3,2,2,2,2
"2174",120,3242,302,0.681568533698382,1.03114890265998,0.670990670651069,2017-06-30 11:37:55,2017-06-30 12:33:56,2,4,2,1,1,2,2,1,6,6,6,3,1,3,3,3,3,3,3,3,3,4,NA,3,"__NA__",3,"How good a job the current mp was doing",99,"__NA__",4,"__NA__",NA,"__NA__",NA,"__NA__",1,"__NA__",2,2,2,1,1,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"Not interested",NA,NA,NA,"__NA__",NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,12,12,3,2,3,3,12,2,12,1,3,3,3,3,1,3,3,3,1,4,1,4,1,2,2,1,2,2,2,2,2,1,3,4,2,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,3,2,1,4,2,2,1,2,3,4,4,3,2,1,1,1,1,1,2,2,2,1,3,1,3,1,4,3,5,1,1,2,3,2,2,7,6,7,6,6,NA,NA,NA,NA,NA,NA,1,12,7,7,7,7,1,4,4,4,4,4,6,1,12,12,12,12,12,12,1,3,3,3,4,3,3,3,3,1,4,2,4,2,3,2,3,3,3,5,5,5,1,3,4,3,4,2,3,1,2,2,3,2,2,2,2,2,1,3,5,2,3,1,2,2,2,2,4,3,4,2,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,1,3,1,3,97,5,4,8,59,5,16,1,2,4,6,16,4,4,557,5,2,2,2,1,11,2,1,1,3,1,2017-07-23 21:43:00,2017-07-23 21:48:36,3,NA,9,5,NA,4,9,1,5,4,1,2,3,NA,NA,NA,NA,NA,NA,2,2,1,1
"2175",1437,31691,2919,0.367573361571972,0.583818598501875,0.346510478030062,2017-06-28 11:18:55,2017-06-28 11:41:01,2,1,1,1,1,10,10,1,11,1,11,11,1,3,3,3,2,1,1,3,2,4,NA,2,"__NA__",5,"To get rid of the TORIES",3,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,1,2,2,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,2,3,"__NA__",NA,NA,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,11,1,6,6,1,1,11,2,1,5,1,5,1,1,1,1,5,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,3,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,1,2,3,5,5,4,1,1,1,1,1,1,2,2,1,1,2,3,2,2,3,2,5,1,1,2,2,3,1,11,11,11,3,3,NA,NA,NA,NA,NA,NA,1,11,11,11,11,11,1,2,2,3,2,1,1,1,11,1,3,11,6,3,1,1,1,1,1,3,3,3,5,1,5,1,5,1,4,1,3,1,1,5,5,5,1,4,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,5,1,4,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,9,1,67,2,9,1,1,11,1,3,3,3,566,5,11,2,2,1,1,2,3,6,2,1,2017-07-23 21:47:30,2017-07-23 21:50:35,2,NA,11,2,NA,2,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
"2176",5046,14426,NA,1.15000750743418,1.01233985579978,1.25661979451931,2017-06-30 21:08:36,2017-06-30 21:19:31,2,3,3,3,1,3,3,1,6,4,9,5,1,2,2,2,2,2,4,3,2,4,NA,2,"__NA__",3,"Terrorism",99,"__NA__",5,"__NA__",NA,"__NA__",1,"__NA__",2,"__NA__",2,2,1,2,1,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,4,4,"__NA__",NA,NA,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,12,12,12,11,12,1,6,12,12,12,1,5,3,3,3,1,3,3,3,1,4,4,4,2,1,2,1,2,2,1,2,2,1,6,6,6,2,6,6,6,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,3,5,5,6,5,5,1,5,5,5,5,5,5,1,2,3,2,2,3,2,4,2,1,4,3,3,3,7,4,6,2,1,NA,NA,NA,NA,NA,NA,1,4,7,12,7,4,1,4,4,4,4,4,12,1,12,12,12,12,12,12,1,4,4,3,3,1,3,3,2,1,6,6,6,4,1,6,1,5,1,6,6,6,1,6,6,6,4,6,6,1,2,2,2,1,5,2,3,1,1,3,5,4,11,1,2,2,2,2,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,3,3,3,3,3,1,2,2,NA,97,7,9,8,36,5,11,1,2,17,3,5,1,1,542,1,5,2,1,3,15,2,2,6,2,3,2017-07-23 21:49:19,2017-07-23 21:50:35,8,NA,6,8,NA,14,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4
"2177",3984,23368,NA,0.865440413665664,0.82081414591682,0.834938336429398,2017-07-04 21:31:40,2017-07-04 21:58:12,1,2,1,1,1,6,6,1,11,1,11,2,1,3,3,2,1,1,4,3,3,4,NA,1,"__NA__",3,"Thought May was the best person to oversee our leaving EU",4,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,7,8,"Local issues",NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,4,12,12,4,12,11,1,3,12,12,1,1,2,3,5,1,2,2,5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,2,3,5,5,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,5,5,3,2,2,1,2,1,1,2,2,2,1,4,1,2,2,3,2,3,1,1,4,3,3,3,9,8,4,2,1,1,2,6,6,6,3,NA,NA,NA,NA,NA,NA,1,2,1,3,4,3,11,1,7,5,5,10,12,5,1,3,4,4,3,1,1,1,2,1,1,5,1,3,1,2,1,3,10,3,6,6,1,6,4,1,2,3,3,1,2,5,2,3,3,3,5,3,1,2,3,5,8,1,1,5,1,6,1,3,1,1,1,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,1,2,2,2,2,2,2,2,2,1,3,2,1,3,1,2,1,1,1,2,2,5,2,2,71,5,14,1,2,17,1,2,3,3,567,5,8,1,2,2,10,1,2,6,1,2,2017-07-23 21:56:09,2017-07-23 22:00:21,1,NA,11,5,NA,4,11,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2
"2178",3976,NA,NA,0.700152872512754,NA,0.73197760534774,2017-06-26 09:47:11,2017-06-29 14:16:32,1,2,2,1,1,5,4,1,11,11,1,7,1,3,3,1,1,1,4,3,3,4,NA,1,"__NA__",2,"education",4,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,1,1,1,1,2,2,2,2,"__NA__",1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",1,1,2,"__NA__",NA,NA,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,12,12,12,12,3,6,4,12,12,12,1,3,3,3,3,1,2,2,2,1,3,3,3,2,2,1,1,1,2,2,2,2,1,6,6,6,4,6,4,6,1,2,2,2,1,2,2,2,2,2,2,2,2,2,5,2,2,2,1,3,4,4,3,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,3,5,2,1,2,2,2,2,9,6,2,1,6,1,1,3,3,3,2,NA,NA,NA,NA,NA,NA,1,2,3,3,3,4,4,1,6,5,5,11,12,4,1,2,6,6,6,2,2,6,6,1,3,2,3,2,2,2,1,3,12,3,3,3,1,2,2,2,3,2,3,1,2,5,2,2,2,2,3,3,1,5,5,5,6,1,2,1,1,1,1,4,2,3,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,1,1,1,1,1,1,9,4,45,2,18,1,2,12,1,2,3,3,555,1,8,1,1,1,15,1,2,2,1,1,2017-07-23 22:03:20,2017-07-23 22:05:37,1,NA,11,1,NA,1,11,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
"2179",2165,33236,NA,0.583852654548105,0.67102645134966,0.521794194637659,2017-06-30 19:03:17,2017-06-30 20:10:34,2,2,1,1,1,7,7,1,11,1,1,1,1,3,1,3,1,1,2,3,3,4,NA,1,"__NA__",3,"Keeping Corbyn out of No 10",4,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,2,4,"__NA__",NA,NA,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,5,6,3,4,8,1,3,3,12,1,2,2,2,4,1,2,2,4,1,4,1,4,2,1,1,1,2,2,2,2,2,1,2,2,1,3,2,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,2,2,2,1,4,5,3,3,1,2,1,1,3,1,2,2,3,1,3,2,2,4,3,3,4,4,1,3,2,3,2,4,2,1,2,6,NA,NA,NA,NA,NA,NA,1,4,2,6,5,1,1,2,2,3,2,3,9,1,8,3,3,11,3,4,1,2,4,4,4,1,1,1,2,1,3,4,3,3,2,4,1,4,7,3,3,3,1,3,4,2,2,3,4,1,3,4,3,4,3,3,3,3,1,2,3,3,8,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,1,1,2,1,3,2,2,1,1,2,1,1,1,2,98,2,6,5,70,2,6,1,1,17,1,8,3,3,569,5,9,4,6,2,1,4,3,5,1,2,2017-07-23 22:04:22,2017-07-23 22:09:07,1,NA,11,1,NA,1,11,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2
